id,year,name,yrfound,plfound,aims,activities,orgtype,direct_promotion,ltrcode,democracy,cat1,demcat1,demcat_rob,demsocialism,christdem,Afghanistan,Albania,Algeria,AmericanSamoa,Andorra,Angola,AntiguaandBarbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,BahamasThe,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,BosniaandHerzegovina,Botswana,Brazil,BritishVirginIslands,BruneiDarussalam,Bulgaria,BurkinaFaso,Burundi,CaboVerde,Cambodia,Cameroon,Canada,CaymanIslands,CentralAfricanRepublic,Chad,ChannelIslands,Chile,China,Colombia,Comoros,CongoDemRep,CongoRep,CostaRica,CotedIvoire,Croatia,Cuba,Curacao,Cyprus,CzechRepublic,Czechoslovakia,Denmark,Djibouti,Dominica,DominicanRepublic,Ecuador,EgyptArabRep,ElSalvador,EquatorialGuinea,Eritrea,Estonia,Eswatini,Ethiopia,FaroeIslands,Fiji,Finland,France,FrenchPolynesia,Gabon,GambiaThe,Georgia,Germany,GermanyDR,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,GuineaBissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,IranIslamicRep,Iraq,Ireland,IsleofMan,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,KoreaDemPeoplesRep,KoreaRep,Kuwait,KyrgyzRepublic,LaoPDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MacaoSARChina,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,MarshallIslands,Mauritania,Mauritius,Mexico,MicronesiaFedSts,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,NewCaledonia,NewZealand,Nicaragua,Niger,Nigeria,NorthMacedonia,NorthernMarianaIslands,Norway,Oman,Pakistan,Palau,Panama,PapuaNewGuinea,Paraguay,Peru,Philippines,Poland,Portugal,PuertoRico,Qatar,Romania,RussianFederation,Rwanda,Samoa,SanMarino,SaoTomeandPrincipe,SaudiArabia,Senegal,Serbia,Seychelles,SierraLeone,Singapore,SintMaartenDutchpart,SlovakRepublic,Slovenia,SolomonIslands,Somalia,SouthAfrica,SouthSudan,Spain,SriLanka,StKittsandNevis,StLucia,StMartinFrenchpart,StVincentandtheGrenadines,Sudan,Suriname,Sweden,Switzerland,SyrianArabRepublic,Tajikistan,Tanzania,Thailand,TimorLeste,Togo,Tonga,TrinidadandTobago,Tunisia,Turkey,Turkmenistan,TurksandCaicosIslands,Tuvalu,Uganda,Ukraine,UnitedArabEmirates,UnitedKingdom,UnitedStates,Uruguay,Uzbekistan,Vanuatu,VenezuelaRB,Vietnam,VirginIslandsUS,YemenPDR,YemenAR,Yemen,Zambia,Zimbabwe,cties1,cties2,dirdem,cties3
D2492,2015,Union des avocats europeens (UAE),1986,Luxembourg,"Unite lawyers who are members of a European Union bar so as to promote: professional practice within the Community; teaching and continuing education; right of establishment and the free movement of services; harmonization of legal statute, professional and deontological practices; practices of EC law as derived from the European Convention for the protection of human rights and fundamental freedoms.",Organizes: Scientific congresses (held annually in May/June); colloquia and seminars; study days. Remevant treaty: Convention for the protection of human rights and fundamental freedoms (1950).,D,0,,0,Lawyers,Rule of law,Rule of law,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,23,23,,
D2777,2015,International Social Democratic Union for Education (ISDUE),1951,France,Realize the idea of democratic socialism.,Training/education; liaising/networking.,C,1,,1,Democratic Socialism,"Democracy, general",,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,26,,1,
D2908,2015,African Society of International and Comparative Law (ASICL),1986,United Kingdom,"Promote advancement of public education in the field of law and civil liberties in Africa; protect individual liberties; raise standards in administration of justice; provide a comprehensive legal aid system in each African country; with cooperation of justice departments, organize an itinerant ombudsman service for dispute settlement in rural areas; promote the African contribution to the international law; promote formulation of clear, established rules to deal with multiplicity of legal systems - local, religious, national - found in many African countries.","Fieldwork in rural areas to raise standards of justice administration, mainly through national branches. Encourages formation of women's groups to advise on their specific problems, and of law teachers' and practitioners' groups. Preparing legal documentation to provide a record of legal affairs in Africa. Establishing an African Research Library in Africa. Plans setting up a 'School for Diplomats' to provide centralized training for African diplomats. With law  enforcement agencies, organizes workshops for police and other law officers on civil liberties.",D,1,,0,Political Rights/Liberties/Freedoms,Civil liberties,Civil liberties,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,,0,1,1,71,71,,
D3367,2015,Pan-African Reconciliation Council (PARC),1988,Nigeria,"Promote peace, human rights, democracy, social justice, passive resistance to all forms of violence and oppression, emancipation of Africa and its siblings in the diaspora from the bondage of ignorance and party on the basis of active non-violence and self-giving love as a tool for social engineering and ultimate global order; build a social structure utilizing the resources of human ingenuity and wisdom for the benefit of all; ensure a society where no one is directly or indirectly oppressed for the benefit or pleasure of others; advocate fair and compassionate methods of treatment of offenders against society; protect, seek redress and provide welfare support for direct and indirect victims of war, natural and ecological disasters and encourage restitution and reconciliation; work towards abolition of war; help build morally disciplined homes; encourage vocational and collegial relations transcending all tribal, ethnic, creed, national or racial boundaries; promote the adversarial system of justice; uphold the truth in all facets of life.",Current Programmes: Social and Economic Justice; Non-violence; Refugees: Social Conflicts: Inter-faith Activities; Youth and Women.,F,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,13,13,1,13
D3403,2015,Youth Against Racism in Europe (YRE),1992,,"Combat racism, prejudice and the far right.",Organizes: international youth camps; demonstrations; Street campaigns; solidarity campaigns; pickets.,D,1,,0,Anti-Authoritarian,"Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0,0,12,12,,
D3679,2015,Inter-Pacific Bar Association (IPBA),1991,Japan,"Provide members with the opportunity to: contribute to the development of the legal profession, its status and organization in the ""Region"", comprising Asia and the jurisdiction within, or bordering the Pacific; contribute to development of law and legal structures within the Region; meet and exchange ideas with other lawyers who live in or are interested in the Region; share information on legal development affecting the region. Promote the rule of law.","Organizes: annual meetings and conference; regional seminars, sometimes in conjunction with other organizations. Specialist working committees: aviation law; banking, finance and securities; competition law; corporate counsel; cross-border investment; dispute resolution and arbitration; employment and immigration law; energy and natural resources; environmental law; insolvency; insurance; intellectual property; international construction project; international trade; legal development and training; legal practice; maritime law; scholarship; tax law; technology and communications; Women business lawyers.",D,0,v,0,Lawyers,Rule of law,Rule of law,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,0,0,0,57,57,,
D3995,2015,Confederacion Latino Americana de Asociaciones de Profesionales Universitarios (CLAPU),1971,Peru,"Seek consensus and integration based on the principles of inclusion and equality of justice to enable distributing the products of the national effort and the social, economic and cultural rights for all citizens to ensure the strengthening of democratic institutions.",,D,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,0,0,0,4,4,1,4
D4118,2015,International Association for Democracy in Africa,1993,United States,"Defend and promote: democracy and human rights in a government society for sustainable development in Africa; Government by the majority; respect for human, minority and individual rights and the right to differ; responsible government for just and transparent management of public affairs; people sovereignty, freedom of the press and other freedoms to counterbalance other power; independence of the judicial system and an acute sense of its responsibilities by the citizen. Monitor democracy and the achievement of the rule of law in Africa.","Organizes: awareness campaign; training seminar; conferences; round table; workshop; fora for exchange of information; radio and TV program; exhibitions. Carries out research on: electoral processes; a charter for political parties. Acts as observer to elections. Participate in meetings and conferences. Programs: democratic culture and human rights; governance and peace; sustainable development; women, children and gender. Cooperates with national organizations.",D,1,v,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,13,13,1,13
D4247,2015,Arab Lawyers' Union,1958,Egypt,Act in the interests of the Arab Nation to achieve its national objectives; facilitate contacts between Arab lawyers; safeguard and develop legislative and judiciary language; assure the freedom of lawyers in their work and the independence of magistrates; allow all Arab lawyers to take cases in any Arab country; harmonize the conditions of the legal profession; establish and harmonize links with international legal organizations; restore the study of Muslim Law as a basis for law; promote and protect human rights,"Commissions (9): Arab affairs; Palestine; Unification of law in Arab countries; defense of civil liberties and rule of law in Arab countries; harmonization of legal terminology; rules on the legal profession; socialization; support of the Palestine Liberation Movement; Defense of Palestinian resistance workers. Engaged in founding an Arab Organization for Human Rights. Decolonization action against racism, racial discrimination and apartheid",D,1,,0,Lawyers,Rule of law,Rule of law,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,14,14,,
D4495,2015,International Association of Political Consultants (IAPC),1968,France,"Promote, sustain and foster the democratic process as a matter of principle and practice; bring together political consultants, both specialists and generalists, from various countries to exchange views and information about political developments and techniques.",Organizes annual world conference where international democracy award is made.,D,1,v,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,0,0,0,34,34,1,34
D4588,2015,"Memorial - International Historical and Educational, Charity and Human Rights Society",1988,Russia,"Struggle against totalitarianism in all its manifestations; struggle for rights of the individual, for formation of a civil society and of a state governed by the rule of law which excludes the return to totalitarianism and for active participation and democratic transformation; contribute to restoration of historical truth about crimes committed by totalitarian regimes; preserve and perpetuate the memory of victims of totalitarianism; promote the complete and open rehabilitation of victims of repression and take measures to compensate for damage inflicted upon them; protect the rights of repressed victims and of members of their families, including rendering them legal assistance.","Main guidelines: 1. 'Historical' - collection, study and publication of information about the history of political repression and human rights violation. 2. 'Human Rights' - Collection and study of information on the contemporary status of human rights, including public initiatives in solving the most acute problems in this sphere. 3. 'Charity' - social and medical assistance to victims of political repression. Initiates and participates in erecting memorial stones and plaques in cities of the former Soviet Union where executions and mass burials of victims of political repression have occurred, including publication of lists of executed victims and organization of exhibitions and mass actions dedicated to the victims' memory. Organizes conferences.",F,1,,1,Anti-Authoritarian,"Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,9,9,1,9
D4591,2015,European Democrat Students (EDS),1961,Austria,"Follow and advocate the principles of personal freedom, democracy, human rights and the rule of law, on a worldwide scale; develop contacts, exchanges and political cooperation among center-right, Christian Democrat, Conservative and Liberal students and youth in Europe; work for a free, democratic and united Europe, inside and outside the European Union; form a better understanding of cultural and political situations worldwide; promote the principles of market economy; exchange information on education policy and other political matters.",Working groups (3): higher education and research; policies for Europe; human rights. Brings together students and young political leaders from all over Europe to promote a political pro-European exchange. Campaign: Knowledge Is Power. Organizes at least two major events a year: Winter University; Summer University. Also organizes seminars and conferences to provide practical training in international work for representatives of member organizations.,D,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0,0,34,34,1,34
D4959,2015,Federation of Arab Journalists (FAJ),1964,Egypt,Serve the objectives of the Arab people in their unity; defend the causes of Arab journalists and develop their talents and abilities; defend the rights and freedoms of Arab journalists and their human rights.,"Supports and coordinates the activities of member organizations; collaborates with international press associations and with organizations engaged in the defense of human rights and fundamental freedoms; organizes and sponsors meetings, fora, exhibitions, training courses and exchange of delegations. Publishing activity.",D,1,,0,Press,Civil liberties,Civil liberties,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,0,0,18,18,,
D4981,2015,Conferencia Permanente de Partidos Politicos de America Latina (COPPPAL),1979,Mexico,Coordinate efforts for peace and democracy in Latin America and the Caribbean.,"Organizes seminars, Congresses, symposia and colloquia.",D,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,0,0,0,28,28,1,28
D4991,2015,Nordic Organization of Workers' Educational Associations (WEA in the Nordic Countries),,,Promote development of society within the ideological framework of democratic socialism through independent and voluntary popular education.,"Organizes: annual Nordic AOF School to increase knowledge of social, economic and cultural conditions in Nordic countries; local, regional and Nordic seminars, courses and study tours. Projects emphasize learning about people in other Nordic countries, in particular the self-governing areas of Aland, Faeroe Is and Greenland",D,1,,1,Democratic Socialism,"Democracy, general",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,7,,1,
D5233,2015,African Parliamentary Union (APU),1976,Cote d'Ivoire,"Unite parliamentary institutions of African states; favor contacts among parliamentary Africans and with parliamentarians worldwide; contribute to strengthening the institution of parliament in Africa, to promoting democracy and human rights and to realizing of objectives of African unity for establishment of a durable peace.",Observes elections in African countries. Organizes thematic conferences. Conducts information and training seminars.,D,1,,1,Institutions,Rule of law,Rule of law,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,1,43,43,1,43
D5238,2015,Commonwealth Lawyers' Association (CLA),1969,United Kingdom,Maintain and promote the rule of law throughout the Commonwealth.,Knowledge management/information dissemination; events/meetings; capacity building ,C,1,,0,Lawyers,Rule of law,Rule of law,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,,0,1,0,51,51,,
